Year,State Name,District,Area,Production,Yield,Rainfall,Predicted_Yield,FraudScore
1971,West Bengal,West Dinajpur,477.6,456.59,956.01,2663.3,976.9978999999996,20.987899999999627
1972,West Bengal,West Dinajpur,420.9,333.16,791.54,1873.9,814.3658999999993,22.825899999999365
1973,West Bengal,West Dinajpur,433.2,394.03,909.58,2269.9,913.546000000001,3.9660000000009177
1974,West Bengal,West Dinajpur,464.8,425.9,916.31,2406.15,944.825499999999,28.515499999999065
1975,West Bengal,West Dinajpur,455.0,381.36,838.15,2064.9,851.1870999999996,13.037099999999668
1976,West Bengal,West Dinajpur,468.3,440.58,940.81,2017.25,966.1131000000001,25.3031000000002
1977,West Bengal,West Dinajpur,474.0,473.12,998.14,2373.55,996.2153999999994,1.9246000000006234
1978,West Bengal,West Dinajpur,442.8,394.46,890.83,2125.15,909.4817000000006,18.651700000000574
1979,West Bengal,West Dinajpur,429.8,388.39,903.65,1834.8,906.4501999999994,2.8001999999994496
1980,West Bengal,West Dinajpur,457.3,486.54,1063.94,2334.8,1062.3516000000004,1.5883999999996377
1981,West Bengal,West Dinajpur,471.12,478.32,1015.28,2439.15,1022.8750999999994,7.595099999999434
1982,West Bengal,West Dinajpur,439.61,405.86,923.23,1724.35,925.6239999999999,2.3939999999998918
1983,West Bengal,West Dinajpur,468.67,512.73,1094.01,2151.2,1124.919299999998,30.909299999997984
1984,West Bengal,West Dinajpur,461.58,512.32,1109.93,2290.05,1124.4549999999974,14.524999999997362
1985,West Bengal,West Dinajpur,429.43,529.66,1233.4,2225.65,1333.5773999999985,100.17739999999844
1986,West Bengal,West Dinajpur,471.94,651.0,1379.41,2078.2,1379.7170000000012,0.30700000000115324
1987,West Bengal,West Dinajpur,465.08,492.54,1059.04,2388.5,1068.2115999999987,9.171599999998762
1988,West Bengal,West Dinajpur,487.02,649.61,1333.85,2411.45,1346.949400000001,13.099400000001197
1989,West Bengal,West Dinajpur,465.58,771.99,1658.13,2240.45,1652.2320000000009,5.897999999999229
1996,West Bengal,West Dinajpur,480.95,930.23,1934.15,2152.15,1871.8007999999973,62.34920000000284
1997,West Bengal,West Dinajpur,459.0,919.38,2003.01,2104.55,1902.0672999999979,100.9427000000021
1998,West Bengal,West Dinajpur,481.07,1043.27,2168.64,2643.9,2131.2687000000033,37.37129999999661
1999,West Bengal,West Dinajpur,501.84,990.85,1974.43,2640.15,1971.0185999999965,3.411400000003596
2000,West Bengal,West Dinajpur,493.95,1095.96,2218.77,2240.05,2171.1657999999975,47.60420000000249
2001,West Bengal,West Dinajpur,490.86,979.83,1996.15,2076.6,1950.5011999999974,45.648800000002666
2002,West Bengal,West Dinajpur,492.53,1049.1,2130.02,2080.15,2089.5918999999985,40.42810000000145
2003,West Bengal,West Dinajpur,507.96,1219.54,2400.86,2110.0,2405.934999999996,5.074999999995725
2004,West Bengal,West Dinajpur,485.58,1200.86,2473.04,2142.05,2440.592400000001,32.447599999999056
2005,West Bengal,West Dinajpur,491.79,1211.69,2463.84,2206.3,2445.8306999999977,18.00930000000244
2006,West Bengal,West Dinajpur,441.41,1036.13,2347.32,1961.3,2284.906800000001,62.41319999999905
2007,West Bengal,West Dinajpur,479.0,1175.5,2454.07,2290.15,2410.438200000002,43.63179999999829
2008,West Bengal,West Dinajpur,489.8,1161.6,2371.58,2122.55,2343.3323999999966,28.24760000000333
2009,West Bengal,West Dinajpur,446.8,1022.8,2289.17,1819.8,2235.910900000002,53.25909999999794
2010,West Bengal,West Dinajpur,439.26,1216.16,2768.66,1838.55,2717.1458000000002,51.51419999999962
2011,West Bengal,West Dinajpur,418.08,1105.35,2643.87,2052.6,2653.459200000001,9.589200000001256
2012,West Bengal,West Dinajpur,408.21,1084.49,2656.7,1950.1,2713.333699999999,56.63369999999941
2013,West Bengal,West Dinajpur,407.78,1069.76,2623.38,2085.1,2632.0704000000014,8.690400000001318
2014,West Bengal,West Dinajpur,399.61,1120.63,2804.31,1792.0,2812.0041999999985,7.6941999999985455
2015,West Bengal,West Dinajpur,414.94,1195.03,2880.01,2024.45,2863.3450000000025,16.66499999999769
